e_id,e_name
K00001,"E1.1.1.1, adh; alcohol dehydrogenase [EC:1.1.1.1]"
K15577,"nrtB, nasE, cynB; nitrate/nitrite transport system permease protein"
K15578,"nrtC, nasD; nitrate/nitrite transport system ATP-binding protein [EC:7.3.2.4]"
K15579,"nrtD, cynD; nitrate/nitrite transport system ATP-binding protein"
K15580,"oppA, mppA; oligopeptide transport system substrate-binding protein"
K15581,oppB; oligopeptide transport system permease protein
K15582,oppC; oligopeptide transport system permease protein
K15583,oppD; oligopeptide transport system ATP-binding protein
K15584,"nikA, cntA; nickel transport system substrate-binding protein"
K15585,"nikB, cntB; nickel transport system permease protein"
K15586,"nikC, cntC; nickel transport system permease protein"
K15587,"nikD, cntD; nickel transport system ATP-binding protein [EC:7.2.2.11]"
K15598,thiY; putative hydroxymethylpyrimidine transport system substrate-binding protein
K15599,thiX; putative hydroxymethylpyrimidine transport system permease protein
K15600,thiZ; putative hydroxymethylpyrimidine transport system ATP-binding protein
K15619,SPINT1; Kunitz-type protease inhibitor 1
K15620,"GOLPH3, GPP34; golgi phosphoprotein 3"
K15629,CYP152A; fatty-acid peroxygenase [EC:1.11.2.4]
K15632,cfr; 23S rRNA (adenine-C8)-methyltransferase [EC:2.1.1.224]
K15633,"gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
K15634,"gpmB; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"
K15635,"apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
K15637,PGAM5; serine/threonine-protein phosphatase PGAM5 [EC:3.1.3.16]
K15640,"K15640, phoE; uncharacterized phosphatase"
K15641,mxaF; myxalamid-type polyketide synthase MxaF
K15642,mxaD; myxalamid-type polyketide synthase MxaD
K15643,mxaB; myxalamid-type polyketide synthase MxaB
K15644,cfa6; coronafacic acid polyketide synthase Cfa6
K15645,cfa7; coronafacic acid polyketide synthase Cfa7
K15646,"cmaA; coronamic acid synthetase CmaA, adenylation and thiolation didomain protein [EC:6.2.1.46]"
K15647,"cmaE; coronamic acid synthetase CmaE, aminoacyltransferase [EC:2.3.2.28]"
K15648,"cmaD; coronamic acid synthetase CmaD, carrier protein"
K15649,"cmaT; coronamic acid synthetase CmaT, thioesterase component"
K15650,"cmaB; non-haem Fe2+, alpha-ketoglutarate-dependent halogenase"
K15651,cmaC; aminocarboxycyclopropane-forming enzyme
K15652,asbF; 3-dehydroshikimate dehydratase [EC:4.2.1.118]
K15653,mxcG; nonribosomal peptide synthetase MxcG
K15654,"srfAA, lchAA; surfactin family lipopeptide synthetase A"
K15655,"srfAB, lchAB; surfactin family lipopeptide synthetase B"
K15656,"srfAC, lchAC; surfactin family lipopeptide synthetase C"
K15657,"srfATE, srfAD, lchAD; external thioesterase TEII"
K15658,"ofaA, arfA; arthrofactin-type cyclic lipopeptide synthetase A"
K15659,"ofaB, arfB; arthrofactin-type cyclic lipopeptide synthetase B"
K15660,"ofaC, arfC; arthrofactin-type cyclic lipopeptide synthetase C"
K15661,"ituA, mycA, bmyA; iturin family lipopeptide synthetase A"
K15662,"ituB, mycB, bmyB; iturin family lipopeptide synthetase B"
K15663,"ituC, mycC, bmyC; iturin family lipopeptide synthetase C"
K15664,"ppsA, fenC; plipastatin/fengycin lipopeptide synthetase A"
K15665,"ppsB, fenD; plipastatin/fengycin lipopeptide synthetase B"
K15666,"ppsC, fenE; plipastatin/fengycin lipopeptide synthetase C"
K15667,"ppsD, fenA; plipastatin/fengycin lipopeptide synthetase D"
K15668,"ppsE, fenB; plipastatin/fengycin lipopeptide synthetase E"
K15669,hddC; D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase [EC:2.7.7.71]
K15670,"rifA; rifamycin polyketide synthase modules 1, 2 and 3 [EC:6.2.1.74]"
K15671,"rifB; rifamycin polyketide synthase modules 4, 5 and 6"
K15672,rifC_D; rifamycin polyketide synthase modules 7 and 8
K15673,rifE; rifamycin polyketide synthase modules 9 and 10
K15674,"rhiA; rhizoxin biosynthesis, polyketide synthase / nonribosomal peptide synthetase RhiA"
K15675,"rhiB; rhizoxin biosynthesis, polyketide synthase / nonribosomal peptide synthetase RhiB"
K15676,"rhiC; rhizoxin biosynthesis, polyketide synthase RhiC"
K15677,"rhiD; rhizoxin biosynthesis, polyketide synthase RhiD"
K15678,"rhiE; rhizoxin biosynthesis, polyketide synthase RhiE"
K15679,"rhiF; rhizoxin biosynthesis, polyketide synthase RhiF"
K15681,mxcL; aminotransferase MxcL
K15707,RNF170; E3 ubiquitin-protein ligase RNF170 [EC:2.3.2.27]
K15708,RNF180; E3 ubiquitin-protein ligase RNF180 [EC:2.3.2.27]
K15711,"SMARCA3, HLTF; SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A3 [EC:3.6.4.- 2.3.2.27]"
K15712,TTC3; E3 ubiquitin-protein ligase TTC3 [EC:2.3.2.27]
K15719,"NCOAT, MGEA5; protein O-GlcNAcase / histone acetyltransferase [EC:3.2.1.169 2.3.1.48]"
K15721,fyuA; pesticin/yersiniabactin receptor
K15722,cedA; cell division activator
K15723,syd; SecY interacting protein Syd
K15724,erpA; iron-sulfur cluster insertion protein
K15725,"czcC, cusC, cnrC; outer membrane protein, heavy metal efflux system"
K15726,"czcA, cusA, cnrA; heavy metal efflux system protein"
K15727,"czcB, cusB, cnrB; membrane fusion protein, heavy metal efflux system"
K15729,PTGES; microsomal prostaglandin-E synthase 1 [EC:5.3.99.3]
K15731,CTDSP; carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase [EC:3.1.3.16]
K15733,E1.11.1.19; dye decolorizing peroxidase [EC:1.11.1.19]
K15734,SDR16C5; all-trans-retinol dehydrogenase (NAD+) [EC:1.1.1.105]
K15735,"csiR; GntR family transcriptional regulator, carbon starvation induced regulator"
K15736,lhgO; (S)-2-hydroxyglutarate dehydrogenase [EC:1.1.5.13]
K15737,csiD; glutarate dioxygenase [EC:1.14.11.64]
K15738,uup; ABC transport system ATP-binding/permease protein
K15739,"vanB, vanA, vanD; D-alanine---(R)-lactate ligase [EC:6.1.2.1]"
K15740,mptN; tetrahydromethanopterin:alpha-L-glutamate ligase [EC:6.3.2.33]
K15743,CES3_5; carboxylesterase 3/5 [EC:3.1.1.1]
K15745,"AL1; phytoene desaturase (3,4-didehydrolycopene-forming) [EC:1.3.99.30]"
K15746,crtZ; beta-carotene 3-hydroxylase [EC:1.14.15.24]
K15750,"bphAb, bphA2, bphE; biphenyl 2,3-dioxygenase subunit beta [EC:1.14.12.18]"
K15751,"carAa; carbazole 1,9a-dioxygenase [EC:1.14.12.22]"
K15752,"carAc; carbazole 1,9a-dioxygenase ferredoxin component"
K15753,"carAd; carbazole 1,9a-dioxygenase ferredoxin reductase component"
K15754,"carBa; 2'-aminobiphenyl-2,3-diol 1,2-dioxygenase, small subunit [EC:1.13.11.-]"
K15755,"carBb; 2'-aminobiphenyl-2,3-diol 1,2-dioxygenase, large subunit [EC:1.13.11.-]"
K15756,"carC; 2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2,4-dienoate hydrolase [EC:3.7.1.13]"
K15757,xylM; toluene methyl-monooxygenase [EC:1.14.15.26]
K15758,xylA; toluene methyl-monooxygenase electron transfer component [EC:1.18.1.3]
K15760,"tmoA, tbuA1, touA; toluene monooxygenase system protein A [EC:1.14.13.236 1.14.13.-]"
K15761,"tmoB, tbuU, touB; toluene monooxygenase system protein B [EC:1.14.13.236 1.14.13.-]"
K15762,"tmoC, tbuB, touC; toluene monooxygenase system ferredoxin subunit"
K15763,"tmoD, tbuV, touD; toluene monooxygenase system protein D [EC:1.14.13.236 1.14.13.-]"
K15764,"tmoE, tbuA2, touE; toluene monooxygenase system protein E [EC:1.14.13.236 1.14.13.-]"
K15765,"tmoF, tbuC, touF; toluene monooxygenase electron transfer component [EC:1.18.1.3]"
K15770,"cycB, ganO, mdxE; arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein"
K15771,"ganP, mdxF; arabinogalactan oligomer / maltooligosaccharide transport system permease protein"
K15772,"ganQ, mdxG; arabinogalactan oligomer / maltooligosaccharide transport system permease protein"
K15773,hipB; HTH-type transcriptional regulator / antitoxin HipB
K15777,"DOPA; 4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]"
K15778,pmm-pgm; phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]
K15780,tilS-hprT; bifunctional protein TilS/HprT [EC:6.3.4.19 2.4.2.8]
K15781,serB-plsC; putative phosphoserine phosphatase / 1-acylglycerol-3-phosphate O-acyltransferase [EC:3.1.3.3 2.3.1.51]
K15782,"doeX; Lrp/AsnC family transcriptional regulator, regulator of ectoine-degradation genes"
K15783,doeA; ectoine hydrolase [EC:3.5.4.44]
K15784,"doeB; N2-acetyl-L-2,4-diaminobutanoate deacetylase [EC:3.5.1.125]"
K15785,"doeD; L-2,4-diaminobutyrate transaminase [EC:2.6.1.76]"
K15786,doeC; aspartate-semialdehyde dehydrogenase [EC:1.2.1.-]
K15790,nifQ; nitrogen fixation protein NifQ
K15792,murEF; MurE/MurF fusion protein [EC:6.3.2.13 6.3.2.10]
K15793,K15793; acyclic sesquiterpene synthase [EC:4.2.3.49 4.2.3.47 3.1.7.6]
K15825,JHDK; juvenile hormone diol kinase
K15827,hycB; formate hydrogenlyase subunit 2
K15828,hycC; formate hydrogenlyase subunit 3
K15829,hycD; formate hydrogenlyase subunit 4
K15830,hycE; formate hydrogenlyase subunit 5
K15831,hycF; formate hydrogenlyase subunit 6
K15832,hycG; formate hydrogenlyase subunit 7
K15833,hycA; formate hydrogenlyase regulatory protein HycA
K15834,hycH; formate hydrogenlyase maturation protein HycH
K15835,"murR; RpiR family transcriptional regulator, murPQ operon repressor"
K15836,fhlA; formate hydrogenlyase transcriptional activator
K15842,cagA; cytotoxicity-associated immunodominant antigen
K15843,"hopC, alpA; outer membrane protein HopC/AlpA"
K15844,"hopB, alpB; outer membrane protein HopB/AlpB"
K15845,hopZ; outer membrane protein HopZ
K15846,hpaA; neuraminyllactose-binding hemagglutinin
K15847,babA; outer membrane protein BabA
K15848,sabA; outer membrane protein SabA
K15850,"luxN; two-component system, autoinducer 1 sensor kinase/phosphatase LuxN [EC:2.7.13.3 3.1.3.-]"
K15852,"luxR, vanR; LuxR family transcriptional regulator, transcriptional activator of the bioluminescence operon"
K15853,luxD; acyl transferase [EC:2.3.1.-]
K15854,luxB; alkanal monooxygenase beta chain [EC:1.14.14.3]
K15855,"csxA; exo-1,4-beta-D-glucosaminidase [EC:3.2.1.165]"
K15856,rmd; GDP-4-dehydro-6-deoxy-D-mannose reductase [EC:1.1.1.281]
K15861,"fixK; CRP/FNR family transcriptional regulator, nitrogen fixation regulation protein"
K15862,ccoNO; cytochrome c oxidase cbb3-type subunit I/II [EC:7.1.1.9]
K15863,nuoLM; NADH-quinone oxidoreductase subunit L/M [EC:7.1.1.2]
K15864,nirS; nitrite reductase (NO-forming) / hydroxylamine reductase [EC:1.7.2.1 1.7.99.1]
K15865,CDKAL1; threonylcarbamoyladenosine tRNA methylthiotransferase CDKAL1 [EC:2.8.4.5]
K15866,"paaG; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]"
K15868,baiB; bile acid-coenzyme A ligase [EC:6.2.1.7]
K15876,nrfH; cytochrome c nitrite reductase small subunit
K15877,CYP55; fungal nitric oxide reductase [EC:1.7.1.14]
K15878,"K15878, narB; rieske iron-sulfur protein"
K15879,narC; cytochrome b-561
K15885,mtmQ; C7-C12 aromatase (ARO/CYC) [EC:4.2.1.-]
K15886,tcmN; multifunctional cyclase / dehydratase / O-methyltransferase [EC:2.3.1.235]
K15888,"uppS, cpdS; tritrans,polycis-undecaprenyl-diphosphate synthase [geranylgeranyl-diphosphate specific] [EC:2.5.1.89]"
K15891,FLDH; NAD+-dependent farnesol dehydrogenase [EC:1.1.1.354]
K15893,HPR1; glycerate dehydrogenase [EC:1.1.1.29]
K15894,"pseB, wbjB; UDP-N-acetylglucosamine 4,6-dehydratase/5-epimerase [EC:4.2.1.115 5.1.3.-]"
K15895,"pseC; UDP-4-amino-4,6-dideoxy-L-N-acetyl-beta-L-altrosamine transaminase [EC:2.6.1.92]"
K15896,"pseH; UDP-4-amino-4,6-dideoxy-N-acetyl-beta-L-altrosamine N-acetyltransferase [EC:2.3.1.202]"
K15897,"pseG; UDP-2,4-diacetamido-2,4,6-trideoxy-beta-L-altropyranose hydrolase [EC:3.6.1.57]"
K15898,"pseI, neuB3; pseudaminic acid synthase [EC:2.5.1.97]"
K15899,pseF; pseudaminic acid cytidylyltransferase [EC:2.7.7.81]
K15904,kae1-bud32; bifunctional N6-L-threonylcarbamoyladenine synthase / protein kinase Bud32 [EC:2.3.1.234 2.7.11.1]
K15907,"ptlI, CYP183A; pentalenene oxygenase [EC:1.14.15.32]"
K15910,pglE; UDP-N-acetylbacillosamine transaminase [EC:2.6.1.34]
K15911,E2.5.1.153; adenosine tuberculosinyltransferase [EC:2.5.1.153]
K15912,"pglF; UDP-N-acetylglucosamine 4,6-dehydratase [EC:4.2.1.135]"
K15913,pglD; UDP-N-acetylbacillosamine N-acetyltransferase [EC:2.3.1.203]
K15914,"pglA; N,N'-diacetylbacillosaminyl-diphospho-undecaprenol alpha-1,3-N-acetylgalactosaminyltransferase [EC:2.4.1.290]"
K15915,"pglC; undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase [EC:2.7.8.36]"
K15916,pgi-pmi; glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]
K15918,GLYK; D-glycerate 3-kinase [EC:2.7.1.31]
K15919,HPR2_3; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]
K15920,"XYL4; xylan 1,4-beta-xylosidase [EC:3.2.1.37]"
K15921,xynD; arabinoxylan arabinofuranohydrolase [EC:3.2.1.55]
K15922,yihQ; sulfoquinovosidase [EC:3.2.1.199]
K15923,"AXY8, FUC95A, afcA; alpha-L-fucosidase 2 [EC:3.2.1.51]"
K15924,"xynC; glucuronoarabinoxylan endo-1,4-beta-xylanase [EC:3.2.1.136]"
K15926,jadI; cyclase
K15927,jadF; oxygenase
K15928,jadH; bifunctional hydroxylase/dehydrase
K15929,jadS; glycosyltransferase [EC:2.4.1.-]
K15930,lndM2; bifunctional oxygenase/reductase
K15941,"snoaB, dnrG, aknX; deoxynogalonate / 12-deoxyaklanonic acid monooxygenase [EC:1.13.12.22 1.13.12.-]"
K15942,"snoaC, dnrC, dauC, aknG; O-methyltransferase / aklanonic acid methyltransferase [EC:2.1.1.- 2.1.1.288]"
K15943,"snoaL, dnrD, dauD, aknH; nogalonic acid methyl ester cyclase / aklanonic acid methyl ester cyclase [EC:5.5.1.26 5.5.1.23]"
K15944,"snoaF, dnrE, dauE, aknU; nogalaviketone/aklaviketone reductase [EC:1.1.1.- 1.1.1.362]"
K15945,snoaL2; C-1 hydroxylase
K15968,tcmI; tetracenomycin F2 cyclase [EC:4.2.1.154]
K15969,tcmH; tetracenomycin F1 monooxygenase [EC:1.13.12.21]
K15970,tcmO; 8-O-methyltransferase
K15971,"tcmP, elmP; O-methyltransferase [EC:2.1.1.-]"
K15972,"tcmG, elmG; tetracenomycin A2 monooxygenase-dioxygenase [EC:1.14.13.200]"
K15973,"mhqR; MarR family transcriptional regulator, 2-MHQ and catechol-resistance regulon repressor"
K15974,"emrR, mprA; MarR family transcriptional regulator, negative regulator of the multidrug operon emrRAB"
K15975,K15975; glyoxalase family protein
K15976,K15976; putative NAD(P)H nitroreductase [EC:1.-.-.-]
K15977,K15977; putative oxidoreductase
K15979,SND1; staphylococcal nuclease domain-containing protein 1
K15980,ACAD9; acyl-CoA dehydrogenase family member 9 [EC:1.3.99.-]
K15981,CYP125A; cholest-4-en-3-one 26-monooxygenase [EC:1.14.15.29]
K15982,kshA; 3-ketosteroid 9alpha-monooxygenase subunit A [EC:1.14.15.30]
K15983,kshB; 3-ketosteroid 9alpha-monooxygenase subunit B [EC:1.14.15.30]
K15984,rsmJ; 16S rRNA (guanine1516-N2)-methyltransferase [EC:2.1.1.242]
K15986,ppaC; manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1]
K15987,hppA; K(+)-stimulated pyrophosphate-energized sodium pump [EC:7.1.3.2]
K15996,tylF; macrocin O-methyltransferase [EC:2.1.1.101]
K15997,eryCII; 3-alpha-mycarosylerythronolide B desosaminyl transferase auxiliary protein
K16011,"algA, xanB, rfbA, wbpW, pslB; mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]"
K16012,"cydC; ATP-binding cassette, subfamily C, bacterial CydC"
K16013,"cydD; ATP-binding cassette, subfamily C, bacterial CydD"
K16014,"cydCD; ATP-binding cassette, subfamily C, bacterial CydCD"
K16015,"rifL, asm44; oxidoreductase [EC:1.1.1.-]"
K16016,"rifK, asm24, asm43; 3-amino-5-hydroxybenzoate synthase [EC:4.2.1.144 2.6.1.-]"
K16017,"rifM, asm45; AHBA synthesis associated protein"
K16018,"rifN, asm22; kanosamine 6-kinase [EC:2.7.1.179]"
K16019,"rifH; 3,4-Dideoxy-4-amino-D-arabino-heptulosonate 7-phosphate synthase"
K16020,"rifG, asm47; 5-deoxy-5-amino-3-dehydroquinate synthase"
K16021,"rifJ, asm23; 5-deoxy-5-amino-3-dehydroquinate dehydratase"
K16022,rif19; flavoprotein hydroxylase
K16023,rif20; acetyltransferase
K16024,asm13; methoxymalonate biosynthesis protein
K16025,asm14; methoxymalonate biosynthesis acyl carrier protein
K16026,asm15; methoxymalonate biosynthesis protein
K16027,asm16; methoxymalonate biosynthesis protein
K16028,asm17; O-methyltransferase
K16029,asmA; ansamitocin polyketide synthase A
K16030,asmB; ansamitocin polyketide synthase B
K16031,asmC; ansamitocin polyketide synthase C
K16032,asmD; ansamitocin polyketide synthase D
K16033,asm12; FADH2-dependent halogenase
K16034,asm7; 20-O-methyltransferase
K16035,asm21; 7-O-carbamoyltransferase [EC:2.1.3.-]
K16036,asm19; 3-O-acyltransferase
K16037,"asm11; 4,5-epoxidase"
K16038,asm10; N-methyltransferase [EC:2.1.1.-]
K16039,asm25; N-glycosyltransferase [EC:2.4.1.-]
K16041,nleA; non-LEE-encoded effector NleA
K16042,nleH; non-LEE-encoded effector NleH
K16043,iolX; scyllo-inositol 2-dehydrogenase (NAD+) [EC:1.1.1.370]
K16044,iolW; scyllo-inositol 2-dehydrogenase (NADP+) [EC:1.1.1.371]
K16045,hsd; 3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1]
K16046,CYP142; cholest-4-en-3-one 26-monooxygenase [EC:1.14.15.28]
K16047,"hsaA; 3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase [EC:1.14.14.12]"
K16048,"hsaB; 3-hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione monooxygenase reductase component [EC:1.5.1.-]"
K16049,"hsaC; 3,4-dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione 4,5-dioxygenase [EC:1.13.11.25]"
K16050,"hsaD; 4,5:9,10-diseco-3-hydroxy-5,9,17-trioxoandrosta-1(10),2-diene-4-oate hydrolase [EC:3.7.1.17]"
K16051,tesI; 3-oxo-5alpha-steroid 4-dehydrogenase [EC:1.3.99.5]
K16052,"ynaI, mscMJ; MscS family membrane protein"
K16053,"ybdG, mscM; miniconductance mechanosensitive channel"
K16054,DEP1; methylthioribulose 1-phosphate dehydratase / enolase-phosphatase E1 [EC:4.2.1.109 3.1.3.77]
K16055,TPS; trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]
K16066,ydfG; 3-hydroxy acid dehydrogenase / malonic semialdehyde reductase [EC:1.1.1.381 1.1.1.-]
K16074,zntB; zinc transporter
K16076,"nmpC, ompD; outer membrane porin protein LC"
K16077,scrY; sucrose porin
K16078,ail; attachment invasion locus protein
K16079,omp31; outer membrane immunogenic protein
K16080,mnoP; high affinity Mn2+ porin
K16081,algE; alginate production protein
K16087,"TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR; hemoglobin/transferrin/lactoferrin receptor protein"
K16088,"TC.FEV.OM1, fhuE, fpvA, fptA; outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid"
K16089,"TC.FEV.OM2, cirA, cfrA, hmuR; outer membrane receptor for ferrienterochelin and colicins"
K16090,fiu; catecholate siderophore receptor
K16091,fecA; Fe(3+) dicitrate transport protein
K16092,btuB; vitamin B12 transporter
K16093,bacA; bacitracin synthase 1
K16094,bacB; bacitracin synthase 2
K16095,bacC; bacitracin synthase 3
K16119,licA; lichenysin synthetase A
K16120,licB; lichenysin synthetase B
K16121,licC; lichenysin synthetase C
K16122,tycA; tyrocidine synthetase I
K16123,tycB; tyrocidine synthetase II
K16124,tycC; tyrocidine synthetase III
K16125,syrE; syringomycin synthetase protein SyrE
K16126,syrB1; L-threonine---[L-threonyl-carrier protein] ligase [EC:6.2.1.70]
K16127,mcyG; microcystin synthetase protein McyG
K16128,mcyD; microcystin synthetase protein McyD
K16129,mcyE; microcystin synthetase protein McyE
K16130,mcyA; microcystin synthetase protein McyA
K16131,mcyB; microcystin synthetase protein McyB
K16132,mcyC; microcystin synthetase protein McyC
K16133,mcyI; microcystin synthetase protein McyI
K16134,mcyJ; microcystin synthetase protein McyJ
K16135,"dmlR; LysR family transcriptional regulator, transcriptional activator for dmlA"
K16136,"malI; LacI family transcriptional regulator, maltose regulon regulatory protein"
K16137,"nemR; TetR/AcrR family transcriptional regulator, transcriptional repressor for nem operon"
K16138,"uidR; TetR/AcrR family transcriptional regulator, repressor for uid operon"
K16139,"uidB, gusB; glucuronide carrier protein"
K16140,"uidC, gusC; putative glucuronide porin"
K16146,pep2; maltokinase [EC:2.7.1.175]
K16147,glgE; starch synthase (maltosyl-transferring) [EC:2.4.99.16]
K16148,glgM; alpha-maltose-1-phosphate synthase [EC:2.4.1.342]
K16149,"K16149; 1,4-alpha-glucan branching enzyme [EC:2.4.1.18]"
K16150,K16150; glycogen synthase [EC:2.4.1.11]
K16152,hasR; heme acquisition protein HasR
K16153,K16153; glycogen phosphorylase/synthase [EC:2.4.1.1 2.4.1.11]
K16157,mmoX; methane monooxygenase component A alpha chain [EC:1.14.13.25]
K16158,mmoY; methane monooxygenase component A beta chain [EC:1.14.13.25]
K16159,mmoZ; methane monooxygenase component A gamma chain [EC:1.14.13.25]
K16160,mmoB; methane monooxygenase regulatory protein B
K16161,mmoC; methane monooxygenase component C [EC:1.14.13.25]
K16162,mmoD; methane monooxygenase component D
K16163,K16163; maleylpyruvate isomerase [EC:5.2.1.4]
K16164,K16164; acylpyruvate hydrolase [EC:3.7.1.5]
K16165,nagK; fumarylpyruvate hydrolase [EC:3.7.1.20]
K16167,"bpsA, srsA, pks11, pks10; alkylresorcinol/alkylpyrone synthase"
K16168,"bpsB, srsB; methyltransferase"
K16169,pbuX; xanthine permease
K16170,"pucJ, pucK; uric acid permease"
K16171,faaH; fumarylacetoacetate (FAA) hydrolase [EC:3.7.1.2]
K16173,acd; glutaryl-CoA dehydrogenase (non-decarboxylating) [EC:1.3.99.32]
K16175,SCRIB; protein scribble
K16176,mtmB; methylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.248]
K16177,mtmC; monomethylamine corrinoid protein
K16178,mtbB; dimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.249]
K16179,mtbC; dimethylamine corrinoid protein
K16180,pylB; methylornithine synthase [EC:5.4.99.58]
K16181,pylC; 3-methylornithine--L-lysine ligase [EC:6.3.2.59]
K16182,pylD; 3-methylornithyl-N6-L-lysine dehydrogenase [EC:1.4.1.-]
K16183,ramA; [Co(II) methylated amine-specific corrinoid protein] reductase [EC:1.16.99.1]
K16185,RRAGA_B; Ras-related GTP-binding protein A/B
K16186,RRAGC_D; Ras-related GTP-binding protein C/D
K16188,ytpB; tetraprenyl-beta-curcumene synthase [EC:4.2.3.130]
K16190,GLCAK; glucuronokinase [EC:2.7.1.43]
K16191,"K16191, arfA; peptidoglycan-binding protein ArfA"
K16192,"K16192, arfB; uncharacterized membrane protein ArfB"
K16193,arfC; uncharacterized membrane protein ArfC
K16199,dppE; dipeptide transport system substrate-binding protein
K16200,dppB1; dipeptide transport system permease protein
K16201,dppC; dipeptide transport system permease protein
K16202,dppD; dipeptide transport system ATP-binding protein
K16203,dppA1; D-amino peptidase [EC:3.4.11.-]
K16209,"lacS, galP, rafP; lactose/raffinose/galactose permease"
K16210,"togT, rhiT; oligogalacturonide transporter"
K16211,"malY, malT; maltose/moltooligosaccharide transporter"
K16212,mgp; 4-O-beta-D-mannosyl-D-glucose phosphorylase [EC:2.4.1.281]
K16213,"cbe, mbe; cellobiose epimerase [EC:5.1.3.11]"
K16214,pezT; UDP-N-acetylglucosamine kinase [EC:2.7.1.176]
K16215,mrsA; 2-ketoarginine methyltransferase [EC:2.1.1.243]
K16216,yueD; benzil reductase ((S)-benzoin forming) [EC:1.1.1.320]
K16217,gppmt; geranyl diphosphate 2-C-methyltransferase [EC:2.1.1.255]
K16218,mibs; 2-methylisoborneol synthase [EC:4.2.3.118]
K16226,RPS4; disease resistance protein RPS4
K16227,gplH; glycopeptidolipid biosynthesis protein
K16228,mps1; glycopeptidolipid biosynthesis protein
K16229,mps2; glycopeptidolipid biosynthesis protein
K16232,gcs; germicidin synthase
K16233,pks18; alpha-pyrone synthase
K16234,hutT; histidine transporter
K16235,mmuP; S-methylmethionine transporter
K16236,hutM; histidine permease
K16237,aroP; aromatic amino acid permease
K16238,"eat, eutP; ethanolamine permease"
K16239,bsdC; 4-hydroxybenzoate decarboxylase subunit C [EC:4.1.1.61]
K16240,SPA1; protein suppressor of PHYA-105 1
K16242,"dmpN, poxD, tomA3; phenol/toluene 2-monooxygenase (NADH) P3/A3 [EC:1.14.13.244 1.14.13.243]"
K16243,"dmpL, poxB, tomA1; phenol/toluene 2-monooxygenase (NADH) P1/A1 [EC:1.14.13.244 1.14.13.243]"
K16244,"dmpM, poxC, tomA2; phenol/toluene 2-monooxygenase (NADH) P2/A2 [EC:1.14.13.244 1.14.13.243]"
K16245,"dmpO, poxE, tomA4; phenol/toluene 2-monooxygenase (NADH) P4/A4 [EC:1.14.13.244 1.14.13.243]"
K16246,"dmpP, poxF, tomA5; phenol/toluene 2-monooxygenase (NADH) P5/A5 [EC:1.14.13.244 1.14.13.243]"
K16247,"gutR; LuxR family transcriptional regulator, glucitol operon activator"
K16248,"gutA, gutP; probable glucitol transport protein GutA"
K16249,"dmpK, poxA, tomA0; phenol/toluene 2-monooxygenase (NADH) P0/A0"
K16254,mxaJ; mxaJ protein
K16255,mxaG; cytochrome c-L
K16256,mxaA; mxaA protein
K16257,mxaC; mxaC protein
K16258,mxaK; mxaK protein
K16259,mxaL; mxaL protein
K16260,mxaD; mxaD protein
K16261,YAT; yeast amino acid transporter
K16263,yjeH; amino acid efflux transporter
K16264,"czcD, zitB; cobalt-zinc-cadmium efflux system protein"
K16267,zipB; zinc and cadmium transporter
K16268,"todC2, bedC2, tcbAb; benzene/toluene/chlorobenzene dioxygenase subunit beta [EC:1.14.12.3 1.14.12.11 1.14.12.26]"
K16269,"todD, tcbB; cis-1,2-dihydrobenzene-1,2-diol/chlorobenzene dihydrodiol dehydrogenase [EC:1.3.1.19 1.3.1.119]"
K16270,"todE; 3-methylcatechol 2,3-dioxygenase [EC:1.13.11.-]"
K16271,"RLIM, RNF12; E3 ubiquitin-protein ligase RLIM [EC:2.3.2.27]"
